time,xd,zd,contact
2.102000,-0.010809,-0.201015,0
2.112000,-0.011533,-0.201581,0
2.123000,-0.012258,-0.202196,0
2.134000,-0.012907,-0.202802,0
2.144000,-0.013431,-0.203345,0
2.155000,-0.013936,-0.203933,0
2.166000,-0.014365,-0.204510,0
2.176000,-0.014691,-0.205024,0
2.187000,-0.014979,-0.205579,0
2.197000,-0.015177,-0.206072,0
2.208000,-0.015326,-0.206602,1
2.219000,-0.015405,-0.207118,1
2.229000,-0.015416,-0.207574,1
2.240000,-0.015363,-0.208062,1
2.251000,-0.015244,-0.208533,1
2.261000,-0.015080,-0.208948,1
2.272000,-0.014839,-0.209389,1
2.283000,-0.014538,-0.209812,1
2.293000,-0.014212,-0.210182,1
2.304000,-0.013801,-0.210571,1
2.315000,-0.013335,-0.210941,1
2.325000,-0.012866,-0.211261,1
2.336000,-0.012304,-0.211595,1
2.346000,-0.011752,-0.211881,1
2.357000,-0.011102,-0.212177,1
2.368000,-0.010411,-0.212452,1
2.378000,-0.009750,-0.212684,1
2.389000,-0.008988,-0.212919,1
2.400000,-0.008193,-0.213132,1
2.410000,-0.007445,-0.213308,1
2.421000,-0.006596,-0.213480,1
2.432000,-0.005723,-0.213631,1
2.442000,-0.004912,-0.213748,1
2.453000,-0.004003,-0.213856,1
2.463000,-0.003164,-0.213934,1
2.474000,-0.002231,-0.213999,1
2.485000,-0.001290,-0.214041,1
2.495000,-0.000430,-0.214060,1
2.506000,0.000517,-0.214059,1
2.517000,0.001462,-0.214035,1
2.527000,0.002316,-0.213994,1
2.538000,0.003249,-0.213927,1
2.549000,0.004170,-0.213838,1
2.559000,0.004994,-0.213737,1
2.570000,0.005883,-0.213605,1
2.580000,0.006674,-0.213466,1
2.591000,0.007520,-0.213291,1
2.602000,0.008340,-0.213095,1
2.612000,0.009058,-0.212898,1
2.623000,0.009817,-0.212661,1
2.634000,0.010540,-0.212403,1
2.644000,0.011163,-0.212151,1
2.655000,0.011809,-0.211853,1
2.666000,0.012410,-0.211536,1
2.676000,0.012915,-0.211230,1
2.687000,0.013423,-0.210875,1
2.698000,0.013880,-0.210501,1
2.708000,0.014247,-0.210145,1
2.719000,0.014597,-0.209736,1
2.729000,0.014864,-0.209350,1
2.740000,0.015099,-0.208908,1
2.751000,0.015271,-0.208449,1
2.761000,0.015371,-0.208018,1
2.772000,0.015417,-0.207529,1
2.783000,0.015396,-0.207025,1
2.793000,0.015316,-0.206554,1
2.804000,0.015160,-0.206023,0
2.815000,0.014932,-0.205479,0
2.825000,0.014661,-0.204973,0
2.836000,0.014293,-0.204406,0
2.846000,0.013893,-0.203880,0
2.857000,0.013382,-0.203291,0
2.868000,0.012795,-0.202692,0
2.878000,0.012195,-0.202140,0
2.889000,0.011464,-0.201524,0
2.900000,0.010657,-0.200901,0
2.910000,0.009858,-0.200327,0
2.921000,0.008908,-0.199691,0
2.932000,0.007884,-0.199049,0
2.942000,0.006890,-0.198461,0
2.953000,0.005729,-0.197810,0
2.963000,0.004612,-0.197215,0
2.974000,0.003318,-0.196558,0
2.985000,0.001958,-0.195900,0
2.995000,0.000666,-0.195300,0
3.006000,-0.000797,-0.195360,0
3.017000,-0.002210,-0.196020,0
3.027000,-0.003439,-0.196618,0
3.038000,-0.004726,-0.197275,0
3.049000,-0.005945,-0.197928,0
3.059000,-0.006992,-0.198520,0
3.070000,-0.008076,-0.199166,0
3.081000,-0.009086,-0.199807,0
3.091000,-0.009940,-0.200385,0
3.102000,-0.010809,-0.201015,0
3.112000,-0.011533,-0.201581,0
3.123000,-0.012258,-0.202196,0
3.134000,-0.012907,-0.202802,0
3.144000,-0.013431,-0.203345,0
3.155000,-0.013936,-0.203933,0
3.166000,-0.014365,-0.204510,0
3.176000,-0.014691,-0.205024,0
3.187000,-0.014979,-0.205579,0
3.198000,-0.015194,-0.206121,0
3.208000,-0.015326,-0.206602,1
3.219000,-0.015405,-0.207118,1
3.229000,-0.015416,-0.207574,1
3.240000,-0.015363,-0.208062,1
3.251000,-0.015244,-0.208533,1
3.261000,-0.015080,-0.208948,1
3.272000,-0.014839,-0.209389,1
3.283000,-0.014538,-0.209812,1
3.293000,-0.014212,-0.210182,1
3.304000,-0.013801,-0.210571,1
3.315000,-0.013335,-0.210941,1
3.325000,-0.012866,-0.211261,1
3.336000,-0.012304,-0.211595,1
3.346000,-0.011752,-0.211881,1
3.357000,-0.011102,-0.212177,1
3.368000,-0.010411,-0.212452,1
3.378000,-0.009750,-0.212684,1
3.389000,-0.008988,-0.212919,1
3.400000,-0.008193,-0.213132,1
3.410000,-0.007445,-0.213308,1
3.421000,-0.006596,-0.213480,1
3.432000,-0.005723,-0.213631,1
3.442000,-0.004912,-0.213748,1
3.453000,-0.004003,-0.213856,1
3.464000,-0.003080,-0.213941,1
3.474000,-0.002231,-0.213999,1
3.485000,-0.001290,-0.214041,1
3.495000,-0.000430,-0.214060,1
3.506000,0.000517,-0.214059,1
3.517000,0.001462,-0.214035,1
3.527000,0.002316,-0.213994,1
3.538000,0.003249,-0.213927,1
3.549000,0.004170,-0.213838,1
3.559000,0.004994,-0.213737,1
3.570000,0.005883,-0.213605,1
3.581000,0.006752,-0.213451,1
3.591000,0.007520,-0.213291,1
3.602000,0.008340,-0.213095,1
3.612000,0.009058,-0.212898,1
3.623000,0.009817,-0.212661,1
3.634000,0.010540,-0.212403,1
3.644000,0.011163,-0.212151,1
3.655000,0.011809,-0.211853,1
3.666000,0.012410,-0.211536,1
3.676000,0.012915,-0.211230,1
3.687000,0.013423,-0.210875,1
3.698000,0.013880,-0.210501,1
3.708000,0.014247,-0.210145,1
3.719000,0.014597,-0.209736,1
3.729000,0.014864,-0.209350,1
3.740000,0.015099,-0.208908,1
3.751000,0.015271,-0.208449,1
3.761000,0.015371,-0.208018,1
3.772000,0.015417,-0.207529,1
3.783000,0.015396,-0.207025,1
3.793000,0.015316,-0.206554,1
3.804000,0.015160,-0.206023,0
3.815000,0.014932,-0.205479,0
3.825000,0.014661,-0.204973,0
3.836000,0.014293,-0.204406,0
3.847000,0.013850,-0.203827,0
3.857000,0.013382,-0.203291,0
3.868000,0.012795,-0.202692,0
3.878000,0.012195,-0.202140,0
3.889000,0.011464,-0.201524,0
3.900000,0.010657,-0.200901,0
3.910000,0.009858,-0.200327,0
3.921000,0.008908,-0.199691,0
3.932000,0.007884,-0.199049,0
3.942000,0.006890,-0.198461,0
3.953000,0.005729,-0.197810,0
3.964000,0.004497,-0.197155,0
3.974000,0.003318,-0.196558,0
3.985000,0.001958,-0.195900,0
3.995000,0.000666,-0.195300,0
4.006000,-0.000797,-0.195360,0
4.017000,-0.002210,-0.196020,0
4.028000,-0.003559,-0.196678,0
4.039000,-0.004840,-0.197334,0
4.049000,-0.005945,-0.197928,0
4.060000,-0.007094,-0.198578,0
4.071000,-0.008170,-0.199224,0
4.081000,-0.009086,-0.199807,0
4.092000,-0.010022,-0.200443,0
4.103000,-0.010884,-0.201071,0
4.113000,-0.011602,-0.201637,0
4.124000,-0.012320,-0.202251,0
4.134000,-0.012907,-0.202802,0
4.145000,-0.013480,-0.203399,0
4.156000,-0.013978,-0.203986,0
4.166000,-0.014365,-0.204510,0
4.177000,-0.014720,-0.205075,0
4.188000,-0.015001,-0.205629,0
4.198000,-0.015194,-0.206121,0
4.209000,-0.015336,-0.206649,1
4.220000,-0.015409,-0.207164,1
4.230000,-0.015414,-0.207619,1
4.241000,-0.015355,-0.208105,1
4.251000,-0.015244,-0.208533,1
4.262000,-0.015061,-0.208989,1
4.273000,-0.014814,-0.209428,1
4.283000,-0.014538,-0.209812,1
4.294000,-0.014177,-0.210218,1
4.305000,-0.013761,-0.210605,1
4.315000,-0.013335,-0.210941,1
4.326000,-0.012817,-0.211292,1
4.337000,-0.012250,-0.211624,1
4.347000,-0.011694,-0.211909,1
4.358000,-0.011041,-0.212202,1
4.368000,-0.010411,-0.212452,1
4.379000,-0.009682,-0.212706,1
4.390000,-0.008917,-0.212939,1
4.400000,-0.008193,-0.213132,1
4.411000,-0.007369,-0.213325,1
4.422000,-0.006517,-0.213495,1
4.432000,-0.005723,-0.213631,1
4.443000,-0.004830,-0.213759,1
4.454000,-0.003920,-0.213864,1
4.464000,-0.003080,-0.213941,1
4.475000,-0.002146,-0.214004,1
4.486000,-0.001204,-0.214044,1
4.496000,-0.000344,-0.214061,1
4.507000,0.000603,-0.214058,1
4.517000,0.001462,-0.214035,1
4.528000,0.002402,-0.213989,1
4.539000,0.003333,-0.213920,1
4.549000,0.004170,-0.213838,1
4.560000,0.005076,-0.213726,1
4.571000,0.005963,-0.213592,1
4.581000,0.006752,-0.213451,1
4.592000,0.007596,-0.213274,1
4.603000,0.008413,-0.213076,1
4.613000,0.009129,-0.212878,1
4.624000,0.009884,-0.212639,1
4.634000,0.010540,-0.212403,1
4.645000,0.011223,-0.212124,1
4.656000,0.011865,-0.211825,1
4.666000,0.012410,-0.211536,1
4.677000,0.012963,-0.211198,1
4.688000,0.013467,-0.210842,1
4.698000,0.013880,-0.210501,1
4.709000,0.014281,-0.210109,1
4.720000,0.014626,-0.209698,1
4.730000,0.014887,-0.209310,1
4.741000,0.015117,-0.208866,1
4.751000,0.015271,-0.208449,1
4.762000,0.015378,-0.207974,1
4.773000,0.015418,-0.207484,1
4.783000,0.015396,-0.207025,1
4.794000,0.015305,-0.206507,1
4.805000,0.015142,-0.205974,0
4.815000,0.014932,-0.205479,0
4.826000,0.014631,-0.204922,0
4.837000,0.014256,-0.204353,0
4.847000,0.013850,-0.203827,0
4.858000,0.013331,-0.203237,0
4.869000,0.012737,-0.202637,0
4.879000,0.012132,-0.202084,0
4.890000,0.011393,-0.201468,0
4.900000,0.010657,-0.200901,0
4.911000,0.009774,-0.200270,0
4.922000,0.008818,-0.199633,0
4.932000,0.007884,-0.199049,0
4.943000,0.006788,-0.198402,0
4.954000,0.005620,-0.197750,0
4.964000,0.004497,-0.197155,0
4.975000,0.003198,-0.196498,0
4.986000,0.001831,-0.195840,0
4.996000,0.000534,-0.195240,0
5.007000,-0.000928,-0.195420,0
5.017000,-0.002210,-0.196020,0
5.028000,-0.003559,-0.196678,0
5.039000,-0.004840,-0.197334,0
5.049000,-0.005945,-0.197928,0
5.060000,-0.007094,-0.198578,0
5.071000,-0.008170,-0.199224,0
5.081000,-0.009086,-0.199807,0
5.092000,-0.010022,-0.200443,0
5.103000,-0.010884,-0.201071,0
5.113000,-0.011602,-0.201637,0
5.124000,-0.012320,-0.202251,0
5.134000,-0.012907,-0.202802,0
5.145000,-0.013480,-0.203399,0
5.156000,-0.013978,-0.203986,0
5.166000,-0.014365,-0.204510,0
5.177000,-0.014720,-0.205075,0
5.188000,-0.015001,-0.205629,0
5.198000,-0.015194,-0.206121,0
5.209000,-0.015336,-0.206649,1
5.220000,-0.015409,-0.207164,1
5.230000,-0.015414,-0.207619,1
5.241000,-0.015355,-0.208105,1
5.252000,-0.015230,-0.208576,1
5.262000,-0.015061,-0.208989,1
5.273000,-0.014814,-0.209428,1
5.283000,-0.014538,-0.209812,1
5.294000,-0.014177,-0.210218,1
5.305000,-0.013761,-0.210605,1
5.315000,-0.013335,-0.210941,1
5.326000,-0.012817,-0.211292,1
5.337000,-0.012250,-0.211624,1
5.347000,-0.011694,-0.211909,1
5.358000,-0.011041,-0.212202,1
5.369000,-0.010347,-0.212476,1
5.379000,-0.009682,-0.212706,1
5.390000,-0.008917,-0.212939,1
5.400000,-0.008193,-0.213132,1
5.411000,-0.007369,-0.213325,1
5.422000,-0.006517,-0.213495,1
5.432000,-0.005723,-0.213631,1
5.443000,-0.004830,-0.213759,1
5.454000,-0.003920,-0.213864,1
5.464000,-0.003080,-0.213941,1
5.475000,-0.002146,-0.214004,1
5.486000,-0.001204,-0.214044,1
5.496000,-0.000344,-0.214061,1
5.507000,0.000603,-0.214058,1
5.517000,0.001462,-0.214035,1
5.528000,0.002402,-0.213989,1
5.539000,0.003333,-0.213920,1
5.549000,0.004170,-0.213838,1
5.560000,0.005076,-0.213726,1
5.571000,0.005963,-0.213592,1
5.581000,0.006752,-0.213451,1
5.592000,0.007596,-0.213274,1
5.603000,0.008413,-0.213076,1
5.613000,0.009129,-0.212878,1
5.624000,0.009884,-0.212639,1
5.635000,0.010604,-0.212379,1
5.645000,0.011223,-0.212124,1
5.656000,0.011865,-0.211825,1
5.666000,0.012410,-0.211536,1
5.677000,0.012963,-0.211198,1
5.688000,0.013467,-0.210842,1
5.698000,0.013880,-0.210501,1
5.709000,0.014281,-0.210109,1
5.720000,0.014626,-0.209698,1
5.730000,0.014887,-0.209310,1
5.741000,0.015117,-0.208866,1
5.752000,0.015283,-0.208406,1
5.762000,0.015378,-0.207974,1
5.773000,0.015418,-0.207484,1
5.783000,0.015396,-0.207025,1
5.794000,0.015305,-0.206507,1
5.805000,0.015142,-0.205974,0
5.815000,0.014932,-0.205479,0
5.826000,0.014631,-0.204922,0
5.837000,0.014256,-0.204353,0
5.847000,0.013850,-0.203827,0
5.858000,0.013331,-0.203237,0
5.869000,0.012737,-0.202637,0
5.879000,0.012132,-0.202084,0
5.890000,0.011393,-0.201468,0
5.900000,0.010657,-0.200901,0
5.911000,0.009774,-0.200270,0
5.922000,0.008818,-0.199633,0
5.932000,0.007884,-0.199049,0
5.943000,0.006788,-0.198402,0
5.954000,0.005620,-0.197750,0
5.964000,0.004497,-0.197155,0
5.975000,0.003198,-0.196498,0
5.986000,0.001831,-0.195840,0
5.996000,0.000534,-0.195240,0
6.007000,-0.000928,-0.195420,0
6.018000,-0.002336,-0.196079,0
6.028000,-0.003559,-0.196678,0
6.039000,-0.004840,-0.197334,0
6.049000,-0.005945,-0.197928,0
6.060000,-0.007094,-0.198578,0
6.071000,-0.008170,-0.199224,0
6.081000,-0.009086,-0.199807,0
6.092000,-0.010022,-0.200443,0
6.103000,-0.010884,-0.201071,0
6.113000,-0.011602,-0.201637,0
6.124000,-0.012320,-0.202251,0
6.135000,-0.012962,-0.202857,0
6.145000,-0.013480,-0.203399,0
6.156000,-0.013978,-0.203986,0
6.166000,-0.014365,-0.204510,0
6.177000,-0.014720,-0.205075,0
6.188000,-0.015001,-0.205629,0
6.198000,-0.015194,-0.206121,0
6.209000,-0.015336,-0.206649,1
6.220000,-0.015409,-0.207164,1
6.230000,-0.015414,-0.207619,1
6.241000,-0.015355,-0.208105,1
6.252000,-0.015230,-0.208576,1
6.262000,-0.015061,-0.208989,1
6.273000,-0.014814,-0.209428,1
6.283000,-0.014538,-0.209812,1
6.294000,-0.014177,-0.210218,1
6.305000,-0.013761,-0.210605,1
6.315000,-0.013335,-0.210941,1
6.326000,-0.012817,-0.211292,1
6.337000,-0.012250,-0.211624,1
6.347000,-0.011694,-0.211909,1
6.358000,-0.011041,-0.212202,1
6.369000,-0.010347,-0.212476,1
6.379000,-0.009682,-0.212706,1
6.390000,-0.008917,-0.212939,1
6.401000,-0.008119,-0.213151,1
6.411000,-0.007369,-0.213325,1
6.422000,-0.006517,-0.213495,1
6.432000,-0.005723,-0.213631,1
6.443000,-0.004830,-0.213759,1
6.454000,-0.003920,-0.213864,1
6.464000,-0.003080,-0.213941,1
6.475000,-0.002146,-0.214004,1
6.486000,-0.001204,-0.214044,1
6.496000,-0.000344,-0.214061,1
6.507000,0.000603,-0.214058,1
6.518000,0.001547,-0.214032,1
6.528000,0.002402,-0.213989,1
6.539000,0.003333,-0.213920,1
6.549000,0.004170,-0.213838,1
6.560000,0.005076,-0.213726,1
6.571000,0.005963,-0.213592,1
6.581000,0.006752,-0.213451,1
6.592000,0.007596,-0.213274,1
6.603000,0.008413,-0.213076,1
6.613000,0.009129,-0.212878,1
6.624000,0.009884,-0.212639,1
6.635000,0.010604,-0.212379,1
6.645000,0.011223,-0.212124,1
6.656000,0.011865,-0.211825,1
6.667000,0.012462,-0.211506,1
6.677000,0.012963,-0.211198,1
6.688000,0.013467,-0.210842,1
6.698000,0.013880,-0.210501,1
6.709000,0.014281,-0.210109,1
6.720000,0.014626,-0.209698,1
6.730000,0.014887,-0.209310,1
6.741000,0.015117,-0.208866,1
6.752000,0.015283,-0.208406,1
6.762000,0.015378,-0.207974,1
6.773000,0.015418,-0.207484,1
6.784000,0.015390,-0.206978,1
6.794000,0.015305,-0.206507,1
6.805000,0.015142,-0.205974,0
6.815000,0.014932,-0.205479,0
6.826000,0.014631,-0.204922,0
6.837000,0.014256,-0.204353,0
6.847000,0.013850,-0.203827,0
6.858000,0.013331,-0.203237,0
6.869000,0.012737,-0.202637,0
6.879000,0.012132,-0.202084,0
6.890000,0.011393,-0.201468,0
6.901000,0.010579,-0.200844,0
6.911000,0.009774,-0.200270,0
6.922000,0.008818,-0.199633,0
6.932000,0.007884,-0.199049,0
6.943000,0.006788,-0.198402,0
6.954000,0.005620,-0.197750,0
6.964000,0.004497,-0.197155,0
6.975000,0.003198,-0.196498,0
6.986000,0.001831,-0.195840,0
6.996000,0.000534,-0.195240,0
7.007000,-0.000928,-0.195420,0
7.018000,-0.002336,-0.196079,0
7.028000,-0.003559,-0.196678,0
7.039000,-0.004840,-0.197334,0
7.050000,-0.006053,-0.197988,0
7.060000,-0.007094,-0.198578,0
7.071000,-0.008170,-0.199224,0
7.081000,-0.009086,-0.199807,0
7.092000,-0.010022,-0.200443,0
7.103000,-0.010884,-0.201071,0
7.113000,-0.011602,-0.201637,0
7.124000,-0.012320,-0.202251,0
7.135000,-0.012962,-0.202857,0
7.145000,-0.013480,-0.203399,0
7.156000,-0.013978,-0.203986,0
7.167000,-0.014401,-0.204562,0
7.177000,-0.014720,-0.205075,0
7.188000,-0.015001,-0.205629,0
7.198000,-0.015194,-0.206121,0
7.209000,-0.015336,-0.206649,1
7.220000,-0.015409,-0.207164,1
7.230000,-0.015414,-0.207619,1
7.241000,-0.015355,-0.208105,1
7.252000,-0.015230,-0.208576,1
7.262000,-0.015061,-0.208989,1
7.273000,-0.014814,-0.209428,1
7.284000,-0.014507,-0.209850,1
7.294000,-0.014177,-0.210218,1
7.305000,-0.013761,-0.210605,1
7.315000,-0.013335,-0.210941,1
7.326000,-0.012817,-0.211292,1
7.337000,-0.012250,-0.211624,1
7.347000,-0.011694,-0.211909,1
7.358000,-0.011041,-0.212202,1
7.369000,-0.010347,-0.212476,1
7.379000,-0.009682,-0.212706,1
7.390000,-0.008917,-0.212939,1
7.401000,-0.008119,-0.213151,1
7.411000,-0.007369,-0.213325,1
7.422000,-0.006517,-0.213495,1
7.433000,-0.005643,-0.213643,1
7.443000,-0.004830,-0.213759,1
7.454000,-0.003920,-0.213864,1
7.464000,-0.003080,-0.213941,1
7.475000,-0.002146,-0.214004,1
7.486000,-0.001204,-0.214044,1
7.496000,-0.000344,-0.214061,1
7.507000,0.000603,-0.214058,1
7.518000,0.001547,-0.214032,1
7.528000,0.002402,-0.213989,1
7.539000,0.003333,-0.213920,1
7.550000,0.004253,-0.213829,1
7.560000,0.005076,-0.213726,1
7.571000,0.005963,-0.213592,1
7.581000,0.006752,-0.213451,1
7.592000,0.007596,-0.213274,1
7.603000,0.008413,-0.213076,1
7.613000,0.009129,-0.212878,1
7.624000,0.009884,-0.212639,1
7.635000,0.010604,-0.212379,1
7.645000,0.011223,-0.212124,1
7.656000,0.011865,-0.211825,1
7.667000,0.012462,-0.211506,1
7.677000,0.012963,-0.211198,1
7.688000,0.013467,-0.210842,1
7.698000,0.013880,-0.210501,1
7.709000,0.014281,-0.210109,1
7.720000,0.014626,-0.209698,1
7.730000,0.014887,-0.209310,1
7.741000,0.015117,-0.208866,1
7.752000,0.015283,-0.208406,1
7.762000,0.015378,-0.207974,1
7.773000,0.015418,-0.207484,1
7.784000,0.015390,-0.206978,1
7.794000,0.015305,-0.206507,1
7.805000,0.015142,-0.205974,0
7.816000,0.014908,-0.205429,0
7.826000,0.014631,-0.204922,0
7.837000,0.014256,-0.204353,0
7.847000,0.013850,-0.203827,0
7.858000,0.013331,-0.203237,0
7.869000,0.012737,-0.202637,0
7.879000,0.012132,-0.202084,0
7.890000,0.011393,-0.201468,0
7.901000,0.010579,-0.200844,0
7.911000,0.009774,-0.200270,0
7.922000,0.008818,-0.199633,0
7.933000,0.007787,-0.198990,0
7.943000,0.006788,-0.198402,0
7.954000,0.005620,-0.197750,0
7.964000,0.004497,-0.197155,0
7.975000,0.003198,-0.196498,0
7.986000,0.001831,-0.195840,0
7.996000,0.000534,-0.195240,0
8.007000,-0.000928,-0.195420,0
8.018000,-0.002336,-0.196079,0
8.029000,-0.003678,-0.196738,0
8.040000,-0.004953,-0.197394,0
8.051000,-0.006159,-0.198047,0
8.062000,-0.007295,-0.198696,0
8.072000,-0.008265,-0.199283,0
8.083000,-0.009262,-0.199923,0
8.094000,-0.010185,-0.200557,0
8.104000,-0.010959,-0.201128,0
8.115000,-0.011738,-0.201749,0
8.126000,-0.012442,-0.202362,0
8.136000,-0.013017,-0.202911,0
8.147000,-0.013576,-0.203506,0
8.158000,-0.014060,-0.204091,0
8.168000,-0.014435,-0.204613,0
8.179000,-0.014777,-0.205177,0
8.190000,-0.015045,-0.205728,0
8.201000,-0.015240,-0.206266,1
8.212000,-0.015363,-0.206791,1
8.223000,-0.015416,-0.207302,1
8.234000,-0.015400,-0.207798,1
8.245000,-0.015317,-0.208278,1
8.256000,-0.015169,-0.208743,1
8.267000,-0.014956,-0.209191,1
8.277000,-0.014709,-0.209583,1
8.288000,-0.014381,-0.209999,1
8.299000,-0.013995,-0.210396,1
8.309000,-0.013595,-0.210741,1
8.320000,-0.013106,-0.211103,1
8.331000,-0.012565,-0.211446,1
8.342000,-0.011977,-0.211769,1
8.353000,-0.011343,-0.212071,1
8.364000,-0.010667,-0.212354,1
8.375000,-0.009951,-0.212616,1
8.386000,-0.009199,-0.212857,1
8.397000,-0.008413,-0.213076,1
8.408000,-0.007596,-0.213274,1
8.418000,-0.006830,-0.213436,1
8.429000,-0.005963,-0.213592,1
8.440000,-0.005076,-0.213726,1
8.451000,-0.004170,-0.213838,1
8.462000,-0.003249,-0.213927,1
8.473000,-0.002316,-0.213994,1
8.484000,-0.001376,-0.214039,1
8.495000,-0.000430,-0.214060,1
8.506000,0.000517,-0.214059,1
8.517000,0.001462,-0.214035,1
8.527000,0.002316,-0.213994,1
8.538000,0.003249,-0.213927,1
8.549000,0.004170,-0.213838,1
8.559000,0.004994,-0.213737,1
8.570000,0.005883,-0.213605,1
8.581000,0.006752,-0.213451,1
8.592000,0.007596,-0.213274,1
8.603000,0.008413,-0.213076,1
8.614000,0.009199,-0.212857,1
8.625000,0.009951,-0.212616,1
8.636000,0.010667,-0.212354,1
8.647000,0.011343,-0.212071,1
8.658000,0.011977,-0.211769,1
8.668000,0.012514,-0.211476,1
8.679000,0.013059,-0.211135,1
